Unix time,BSSID,Signal strength(-dBm),SSID,Longitude,Latitude,GPS Accuracy,AP Capabilities, Channel, Frequency
1526401797000,b8:ee:0e:ec:93:b0,-87,Livebox-93B0,2.379106165523641,47.191453974149304,4,[WPA2-PSK-CCMP][ESS][WPS],,62437
1526401797000,b8:ee:0e:ec:93:b1,-86,orange,2.379106165523641,47.191453974149304,4,[ESS],,62437
1526401800000,b8:ee:0e:ec:93:b5,-83,Livebox-93B0,2.378739108269538,47.19171717261699,4,[WPA2-PSK-CCMP][ESS][WPS],,-5500
1526451586000,b8:ee:0e:ed:6d:a0,-90,Livebox-6DA0,2.3667747180007064,47.17924936819663,4,[WPA2-PSK-CCMP][ESS][WPS],,12412
1526452641999,ba:17:33:c4:4d:ed,-79,SFR WiFi FON,2.396341980430965,47.08290455622243,6,[ESS],,12412
1526452641999,ba:17:33:c4:4d:ef,-81,SFR WiFi Mobile,2.396341980430965,47.08290455622243,6,[WPA2-EAP-CCMP][ESS],,12412
1526452145000,ba:ce:7d:40:34:75,-82,SFR WiFi FON,2.3787153497667313,47.106621424401354,4,[ESS],,12412
1526452145000,ba:ce:7d:40:34:77,-85,SFR WiFi Mobile,2.3787153497667313,47.106621424401354,4,[WPA2-EAP-CCMP][ESS],,12412
1526452576999,bc:25:e0:bb:d7:3d,-82,HUAWEI-E5186-D73D,2.39347042788343,47.085714488363884,8,[WPA2-PSK-CCMP][ESS][WPS],,22417
1526452023000,be:26:6c:ab:61:de,-83,orange,2.375895357790398,47.11473615838007,3,[ESS],,62437
1526452672999,c0:ac:54:23:06:30,-87,douady,2.3981732219153633,47.08090712148139,8,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,12412
1526452672999,c0:ac:54:23:06:34,-91,douady 5ghz,2.3981732219153633,47.08090712148139,8,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,-5180
1526452608999,c0:ac:54:2c:91:50,-89,Bbox-70E30CF7,2.3954096654838,47.0836535703769,8,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,112462
1526452402999,c0:ac:54:2f:ea:00,-88,Bbox-817D7BBF,2.38608923919036,47.087152796780124,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,12412
1526452402999,c0:ac:54:2f:ea:04,-92,Bbox-817D7BBF-5GHz,2.38608923919036,47.087152796780124,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,-5180
1526452483999,c0:c5:20:18:60:58,-89,Wifi_Bourges,2.390768177855881,47.086527815180624,6,[ESS],,12412
1526452483999,c0:c5:20:18:60:5c,-67,Wifi_Bourges,2.390768177855881,47.086527815180624,6,[ESS],,-5660
1526452483999,c0:c5:20:58:60:5c,-76,,2.390768177855881,47.086527815180624,6,[WPA2-PSK-CCMP][ESS],,-5660
1526452483999,c0:c5:20:98:60:5d,-76,,2.390768177855881,47.086527815180624,6,[WPA2-PSK-CCMP][ESS],,-5660
1526452608999,c2:17:33:42:df:c1,-78,SFR WiFi FON,2.3954096654838,47.0836535703769,8,[ESS],,112462
1526452608999,c2:17:33:42:df:c3,-79,SFR WiFi Mobile,2.3954096654838,47.0836535703769,8,[WPA2-EAP-CCMP][ESS],,112462
1526401559000,c2:1b:29:96:25:b2,-84,orange,2.3897439392219275,47.15463381190061,4,[ESS],,12412
1526401618000,c2:1b:29:aa:cb:90,-92,orange,2.3901273036263717,47.15962711810196,6,[ESS],,12412
1526452477999,c2:1b:29:b1:38:40,-80,orange,2.3899597184580053,47.086593564010016,4,[ESS],,62437
1526452738999,c2:1b:29:b3:0b:40,-70,orange,2.4019834473941764,47.07819661434422,6,[ESS],,62437
1526452172000,c2:1b:29:cd:db:ce,-86,orange,2.379656114370448,47.10394644089341,4,[ESS],,12412
1526452735999,c2:1b:29:cf:17:8e,-93,orange,2.4016872050591997,47.07839770585204,6,[ESS],,12412
1526452217999,c2:25:15:df:74:fd,-84,SFR WiFi FON,2.3809922419580705,47.099958601018464,4,[ESS],,12412
1526452216000,c2:25:15:df:74:ff,-87,SFR WiFi Mobile,2.3809922419580705,47.099958601018464,4,[WPA2-EAP-CCMP][ESS],,12412
1526452790999,c2:95:04:c7:8c:85,-86,SFR WiFi FON,2.404224427933517,47.076655737416786,4,[ESS],,62437
1526452793999,c2:95:04:c7:8c:87,-85,SFR WiFi Mobile,2.4046269085818412,47.0764533154584,4,[WPA2-EAP-CCMP][ESS],,62437
1526452726999,c2:95:04:fb:41:85,-82,SFR WiFi FON,2.4004828092576624,47.07913192191353,8,[ESS],,62437
1526452726999,c2:95:04:fb:41:87,-83,SFR WiFi Mobile,2.4004828092576624,47.07913192191353,8,[WPA2-EAP-CCMP][ESS],,62437
1526452511999,c2:ce:7d:3f:50:ff,-84,SFR WiFi Mobile,2.3929388438720376,47.086117885749246,8,[WPA2-EAP-CCMP][ESS],,62437
1526451453000,c4:34:6b:e3:82:8f,-74,HP-Print-8F-Photosmart 5520,2.3714277589836326,47.192209292293256,6,[WPA2-PSK-CCMP][ESS],,62437
1526451398000,c4:49:bb:46:db:da,-75,WiFi Hotspot 5476,2.373319557310428,47.190693625670065,4,[WPA2-PSK-CCMP+TKIP][ESS],,62437
1526452621999,c4:a8:1d:91:d7:e8,-82,gcsapi,2.395922101246782,47.08305833485194,8,[WEP][ESS],,52432
1526452781999,c6:2f:47:a2:19:ec,-63,Carpy,2.40344999329028,47.07708524893676,4,[WPA-PSK-TKIP+CCMP][ESS],,112462
1526452761999,c6:2f:47:a2:19:ed,-64,FreeWifi,2.403460203630659,47.07713110298651,6,[ESS],,112462
1526452781999,c6:2f:47:a2:19:ee,-63,FreeWifi_secure,2.40344999329028,47.07708524893676,4,[WPA-EAP-CCMP][ESS],,112462
1526452732999,c6:8c:76:eb:76:35,-87,FreeWifi,2.4012955094439286,47.07862342785228,6,[ESS],,62437
1526452732999,c6:8c:76:eb:76:36,-87,FreeWifi_secure,2.4012955094439286,47.07862342785228,6,[WPA-EAP-CCMP][ESS],,62437
1526452390999,c6:ae:a0:29:77:3c,-67,freebox_JACKLEE,2.385029869800655,47.08846089972908,4,[WPA-PSK-TKIP+CCMP][ESS],,62437
1526452390999,c6:ae:a0:29:77:3e,-72,FreeWifi,2.385029869800655,47.08846089972908,4,[ESS],,62437
1526452390999,c6:ae:a0:29:77:3f,-73,FreeWifi_secure,2.385029869800655,47.08846089972908,4,[WPA-EAP-CCMP][ESS],,62437
1526401362000,c6:c8:46:b6:7d:dc,-86,francisB,2.3902129850406193,47.125616759055035,6,[WPA-PSK-TKIP][ESS],,62437
1526401359000,c6:c8:46:b6:7d:dd,-88,,2.3898113029426384,47.12550842778759,6,[WPA2-PSK-CCMP][ESS],,62437
1526401359000,c6:c8:46:b6:7d:de,-89,FreeWifi,2.3898113029426384,47.12550842778759,6,[ESS],,62437
1526401359000,c6:c8:46:b6:7d:df,-87,FreeWifi_secure,2.3898113029426384,47.12550842778759,6,[WPA-EAP-CCMP][ESS],,62437
1526452463999,c8:14:51:c0:48:42,-81,diabs,2.388347364487808,47.086791188755576,4,[WPA2-PSK-CCMP][ESS][WPS],,42427
1526452466999,c8:14:51:c0:48:44,-87,HUAWEI-B528-5G-4842,2.3885706364094794,47.08675757482982,3,[WPA2-PSK-CCMP][ESS][WPS],,-5500
1526452015000,c8:b3:73:20:c7:57,-82,Garage_Peugeot,2.3756478524026097,47.11551018957682,3,[ESS],,112462
1526452020000,c8:d7:19:6a:19:bf,-85,BBALI,2.3758309993147466,47.11494192593778,3,[WPA2-PSK-TKIP][ESS],,12412
1526452020000,c8:d7:19:6a:1c:14,-88,WiFi Gratuit Boulanger,2.3758309993147466,47.11494192593778,3,[ESS],,112462
1526452795999,ca:26:6c:35:b0:ce,-89,orange,2.4048665307073516,47.07632911679149,4,[ESS],,62437
1526452885999,ca:26:6c:43:22:f4,-89,orange,2.4052895832413665,47.07557783405836,8,[ESS],,12412
1526452451999,ca:26:6c:bc:8a:a0,-82,orange,2.388292509458506,47.0867784572924,4,[ESS],,12412
1526452469999,ca:26:6c:f1:5b:4c,-84,orange,2.3889007091364522,47.08671509280915,6,[ESS],,62437
1526452477999,ca:7e:cb:40:cd:95,-88,SFR WiFi FON,2.3899597184580053,47.086593564010016,4,[ESS],,62437
1526452477999,ca:7e:cb:40:cd:97,-87,SFR WiFi Mobile,2.3899597184580053,47.086593564010016,4,[WPA2-EAP-CCMP][ESS],,62437
1526451610000,ca:7e:cb:49:99:1f,-87,SFR WiFi Mobile,2.362339020939574,47.17559492133709,4,[WPA2-EAP-CCMP][ESS],,112462
1526401261000,ca:95:04:90:d4:1d,-71,SFR WiFi FON,2.378054208345716,47.12111429640502,4,[ESS],,62437
1526401261000,ca:95:04:90:d4:1f,-85,SFR WiFi Mobile,2.378054208345716,47.12111429640502,4,[WPA2-EAP-CCMP][ESS],,62437
1526401484000,ca:95:04:9b:4a:95,-88,SFR WiFi FON,2.3941018437063835,47.14134954175251,6,[ESS],,62437
1526401484000,ca:95:04:9b:4a:97,-88,SFR WiFi Mobile,2.3941018437063835,47.14134954175251,6,[WPA2-EAP-CCMP][ESS],,62437
1526452018000,ca:d7:19:6a:19:bc,-89,,2.375765538960737,47.11515002352733,3,[WPA2-PSK-CCMP][ESS],,12412
1526452020000,ca:d7:19:6a:1c:15,-88,webboul,2.3758309993147466,47.11494192593778,3,[WEP][ESS],,112462
1526452641999,cc:e1:7f:e5:fe:c0,-87,,2.396341980430965,47.08290455622243,6,[WPA2-PSK-CCMP][ESS],,112462
1526452641999,cc:e1:7f:e5:fe:c2,-85,,2.396341980430965,47.08290455622243,6,[WPA2-EAP-CCMP][ESS],,112462
1526401310000,ce:f8:13:10:5b:ea,-86,orange,2.3831150029943693,47.12309474203076,4,[ESS],,62437
1526452741999,d0:84:b0:16:15:a0,-85,Bbox-77FDA67C,2.4021983780954677,47.07800572500236,6,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],,12412
1526452405999,d0:84:b0:5f:f3:e8,-84,Livebox-F3E8,2.386524585475358,47.08702871997011,6,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,112462
1526451384000,d0:84:b0:5f:ff:0a,-84,Livebox-FF0A,2.3744904587923155,47.191712733101205,6,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,12412
1526401600000,d0:ae:ec:13:70:f2,-87,Livebox-fc96,2.3897271128692426,47.15831547431182,6,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1526452726999,d0:ae:ec:17:db:d9,-76,Livebox-3acc,2.4004828092576624,47.07913192191353,8,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,12412
1526401400000,d0:ae:ec:20:89:89,-88,Livebox-2ef8,2.39417019225465,47.126447305966664,6,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1526451386000,d0:ae:ec:3d:b9:fe,-79,Livebox-9bf0,2.374223690236976,47.19148981688342,8,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,112462
1526452581999,d0:ae:ec:40:0a:ea,-84,Livebox-07c0,2.3940066738053183,47.08558796160338,12,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1526452624999,d0:ae:ec:40:0b:1b,-76,Livebox-01bc,2.3959916589674597,47.08300829115225,12,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1526452466999,d0:ae:ec:72:0f:cc,-83,LiveboxBusiness_0fcc,2.3885706364094794,47.08675757482982,3,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS],,12412
1526401237000,d0:ae:ec:7b:6b:7a,-84,LiveboxBusiness_6b7a,2.3765776841859196,47.12033991120481,4,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS],,12412
1526452621999,d0:ae:ec:7d:d3:ee,-80,Livebox-6c1c,2.395922101246782,47.08305833485194,8,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,62437
1526452411999,d2:75:3a:91:40:8c,-87,,2.3875022917642728,47.08686079464939,6,[WPA2-PSK-CCMP][ESS],,42427
1526452411999,d2:75:3a:91:40:8d,-88,FreeWifi,2.3875022917642728,47.08686079464939,6,[ESS],,42427
1526452408999,d2:75:3a:91:40:8e,-83,FreeWifi_secure,2.3870254348271005,47.0869338870559,6,[WPA-EAP-CCMP][ESS],,42427
1526452581999,d2:7e:cb:e0:e7:2d,-79,SFR WiFi FON,2.3940066738053183,47.08558796160338,12,[ESS],,12412
1526452581999,d2:7e:cb:e0:e7:2f,-80,SFR WiFi Mobile,2.3940066738053183,47.08558796160338,12,[WPA2-EAP-CCMP][ESS],,12412
1526452480999,d2:95:04:7b:bb:a5,-76,SFR WiFi FON,2.3903671551417323,47.08656880635959,4,[ESS],,112462
1526452480999,d2:95:04:7b:bb:a7,-78,SFR WiFi Mobile,2.3903671551417323,47.08656880635959,4,[WPA2-EAP-CCMP][ESS],,112462
1526452793999,d2:ce:7d:b9:34:a5,-85,SFR WiFi FON,2.4046269085818412,47.0764533154584,4,[ESS],,12412
1526452793999,d2:ce:7d:b9:34:a7,-85,SFR WiFi Mobile,2.4046269085818412,47.0764533154584,4,[WPA2-EAP-CCMP][ESS],,12412
1526451994000,d4:8c:b5:be:6f:a7,-81,BMWAXXIA,2.3742766808708553,47.118288630336316,4,[WPA2-PSK-CCMP][ESS],,62437
1526401310000,d6:a3:41:5b:b9:3c,-87,freebox,2.3831150029943693,47.12309474203076,4,[WPA-PSK-CCMP][ESS],,12412
1526401600000,d6:ae:ec:13:70:f2,-87,orange,2.3897271128692426,47.15831547431182,6,[ESS],,62437
1526451616000,d6:ae:ec:2b:7d:7f,-89,orange,2.361266043624536,47.174715753699154,4,[ESS],,62437
1526452621999,d8:54:a2:83:5b:94,-87,WiFi La Poste,2.395922101246782,47.08305833485194,8,[ESS],,62437
1526452624999,d8:54:a2:83:5b:a4,-78,,2.3959916589674597,47.08300829115225,12,[WPA2-EAP-CCMP][ESS],,-5220
1526452624999,d8:54:a2:83:5b:a5,-77,WiFi La Poste,2.3959916589674597,47.08300829115225,12,[ESS],,-5220
1526452624999,d8:54:a2:83:5b:a6,-78,,2.3959916589674597,47.08300829115225,12,[WPA2-EAP-CCMP][ESS],,-5220
1526452624999,d8:54:a2:83:5b:a7,-79,,2.3959916589674597,47.08300829115225,12,[WPA2-EAP-CCMP][ESS],,-5220
1526452621999,d8:54:a2:83:5c:d4,-80,WiFi La Poste,2.395922101246782,47.08305833485194,8,[ESS],,12412
1526452621999,d8:54:a2:83:5c:e4,-88,,2.395922101246782,47.08305833485194,8,[WPA2-EAP-CCMP][ESS],,-5180
1526452621999,d8:54:a2:83:5c:e5,-88,WiFi La Poste,2.395922101246782,47.08305833485194,8,[ESS],,-5180
1526452621999,d8:54:a2:83:5c:e6,-88,,2.395922101246782,47.08305833485194,8,[WPA2-EAP-CCMP][ESS],,-5180
1526452621999,d8:54:a2:83:5c:e7,-87,,2.395922101246782,47.08305833485194,8,[WPA2-EAP-CCMP][ESS],,-5180
1526452474999,d8:6c:e9:89:36:70,-77,Bbox-0035973D,2.3895634735196536,47.08664197144984,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,62437
1526452474999,d8:6c:e9:89:36:74,-85,Bbox-0035973D-5GHz,2.3895634735196536,47.08664197144984,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,-5180
1526452666999,d8:6c:e9:8b:7d:70,-78,Bbox-04B32E4D,2.3978900953712206,47.081166673094955,6,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,12412
1526452666999,d8:6c:e9:8b:7d:74,-82,Bbox-04B32E4D-5GHz,2.3978900953712206,47.081166673094955,6,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,-5220
1526452663999,d8:6c:e9:9b:e6:00,-83,Bbox-70F3FBB9,2.3977917978614176,47.08127761695204,6,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,12412
1526452663999,d8:6c:e9:9b:e6:04,-90,Bbox-70F3FBB9-5GHz,2.3977917978614176,47.08127761695204,6,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,-5220
1526452891999,d8:6c:e9:a0:fc:e0,-58,Bbox-545ACBFC,2.4052774028816066,47.075548181473486,8,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,12412
1526452891999,d8:6c:e9:a0:fc:e4,-67,Bbox-545ACBFC-5GHz,2.4052774028816066,47.075548181473486,8,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,-5180
1526453026999,d8:fe:e3:e7:5d:d6,-79,EFC3,2.4055390587816063,47.074756066396894,4,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,62437
1526401398000,da:cd:c6:b3:48:c4,-82,sandrawifi,2.394165266607345,47.12620559764183,4,[WPA-PSK-TKIP+CCMP][ESS],,112462
1526401398000,da:cd:c6:b3:48:c5,-86,,2.394165266607345,47.12620559764183,4,[WPA2-PSK-CCMP][ESS],,112462
1526401398000,da:cd:c6:b3:48:c6,-86,FreeWifi,2.394165266607345,47.12620559764183,4,[ESS],,112462
1526401395000,da:cd:c6:b3:48:c7,-86,FreeWifi_secure,2.3941927423693614,47.1259063602761,6,[WPA-EAP-CCMP][ESS],,112462
1526452347999,dc:02:8e:54:82:92,-91,Livebox-8292,2.383045679663113,47.094121122500304,3,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,12412
1526452499999,dc:02:8e:55:12:de,-88,Livebox-12DE,2.3925905747447502,47.08641436727644,8,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],,112462
1526452499999,dc:4a:3e:a5:db:0d,-81,DIRECT-0C-HP ENVY 5540 series,2.3925905747447502,47.08641436727644,8,[WPA2-PSK-CCMP][ESS][WPS],,62437
1526401585000,dc:9f:db:0c:3f:cc,-81,Vasselay-2.chd,2.389120699934202,47.157163677086416,6,[ESS],,-5560
1526452474999,dc:ef:09:d5:d4:de,-86,Bbox-9772E7FC_EXT,2.3895634735196536,47.08664197144984,4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],,112462
1526400934723,e0:1c:41:b9:4e:14,-83,,2.3763655978738956,47.11773859043884,32,[WPA2-PSK-CCMP][ESS],,12412
1526400934723,e0:1c:41:b9:4e:15,-81,Wifi Gratuit Decathlon,2.3763655978738956,47.11773859043884,32,[ESS],,12412
1526400934723,e0:1c:41:b9:4e:16,-81,DKTmobility,2.3763655978738956,47.11773859043884,32,[WPA2-PSK-CCMP][ESS],,12412
1526452726999,e0:55:3d:f3:1c:76,-75,,2.4004828092576624,47.07913192191353,8,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,12412
1526452181000,e0:91:f5:49:79:da,-91,CRB-BOURGES,2.380108496570011,47.102726155257955,4,[WPA2-PSK-CCMP][ESS][WPS],,12412
1526452184000,e0:a1:d7:01:df:dc,-88,NEUF_DFD8,2.3802451918635272,47.10231303847396,4,[WPA-PSK-CCMP+TKIP][ESS],,112462
1526401367000,e0:a1:d7:80:ee:14,-81,SFR_EE10,2.3910555475075883,47.12575995893968,6,[WPA-PSK-CCMP+TKIP][ESS],,62437
1526401307000,e0:a1:d7:85:29:24,-75,SFR_2920,2.3826827206937606,47.12294284339978,4,[WPA-PSK-CCMP+TKIP][ESS][WPS],,12412
1526401276000,e0:a1:d7:86:53:34,-82,SFR_5330,2.379383488904185,47.121734179619736,6,[WPA-PSK-CCMP+TKIP][ESS],,62437
1526452511999,e0:a1:d7:d4:eb:5c,-82,GRIFFEDOR,2.3929388438720376,47.086117885749246,8,[WPA-PSK-CCMP+TKIP][ESS],,12412
1526451583000,e0:a1:d7:ec:a7:64,-80,SFR_maison,2.367231429321156,47.17978645472803,4,[WPA-PSK-CCMP+TKIP][ESS][WPS],,112462
1526452216000,e0:b9:4d:a7:d1:8d,-58,HD-033165,2.3809922419580705,47.099958601018464,4,[WPA-PSK-CCMP][ESS][WPS],,62437
